 Source Target DistanceMetric.EUC SimilarityMetric.EUC_sim DistanceMetric.COS SimilarityMetric.COS_sim DistanceMetric.MAN SimilarityMetric.MAN_sim SimilarityMetric.Pearson Linked?
0 test_data/LibEST_semeru_format/requirements/RQ17.txt test_data/LibEST_semeru_format/test/us903.c 44.1058349609375 0.022170080675061637 0.46729451417922974 0.5327054858207703 795.8435668945312 0.0012549514629291826 0.532670673449515 0
1 test_data/LibEST_semeru_format/requirements/RQ17.txt test_data/LibEST_semeru_format/test/us3496.c 43.145660400390625 0.02265228316736545 0.38369375467300415 0.6163062453269958 746.003662109375 0.001338681522894036 0.6146666837799339 0
2 test_data/LibEST_semeru_format/requirements/RQ17.txt test_data/LibEST_semeru_format/test/us899.c 47.40620803833008 0.020658507256097355 0.389950692653656 0.610049307346344 850.8880615234375 0.0011738631460707324 0.6097129258371485 0
3 test_data/LibEST_semeru_format/requirements/RQ17.txt test_data/LibEST_semeru_format/test/us4020.c 39.96261978149414 0.024412501088413644 0.37393659353256226 0.6260634064674377 716.2147216796875 0.001394282590376897 0.6248885525078369 0
4 test_data/LibEST_semeru_format/requirements/RQ17.txt test_data/LibEST_semeru_format/test/us897.c 43.58129119873047 0.022430933988481627 0.38672173023223877 0.6132782697677612 761.2696533203125 0.0013118717184190344 0.6136456248568701 0
5 test_data/LibEST_semeru_format/requirements/RQ17.txt test_data/LibEST_semeru_format/test/us1060.c 38.61968231201172 0.025239980273562782 0.42301952838897705 0.576980471611023 692.730224609375 0.001441482530998385 0.5760143529208505 0
6 test_data/LibEST_semeru_format/requirements/RQ17.txt test_data/LibEST_semeru_format/test/us900.c 42.84589385986328 0.022807152779143233 0.4467897415161133 0.5532102584838867 765.4171142578125 0.0013047725336462325 0.5519881198224952 0
7 test_data/LibEST_semeru_format/requirements/RQ17.txt test_data/LibEST_semeru_format/test/us896.c 35.141231536865234 0.02766922867528649 0.419950008392334 0.580049991607666 629.3970336914062 0.0015863018804900069 0.5805651641749671 0
8 test_data/LibEST_semeru_format/requirements/RQ17.txt test_data/LibEST_semeru_format/test/us894.c 49.51233673095703 0.019797143920034472 0.4873685836791992 0.5126314163208008 879.1004028320312 0.0011362339987371324 0.5120489725318264 0
9 test_data/LibEST_semeru_format/requirements/RQ17.txt test_data/LibEST_semeru_format/test/us1005.c 46.65107345581055 0.020985886098187374 0.5562691390514374 0.4437308609485626 841.7462158203125 0.0011865968440174124 0.44318610565565336 0
