46,"private JPanel centerPanel = null;

 private JLabel desLabel = null;
 private JLabel changeLabel = null;
 private JLabel fromLabel = null;
 private JLabel toLabel = null;
 private JTextArea desText = null;
 private JTextField c Speculate Gui public SpeculateGui()
 {

super(""Speculate GUI"");

container = getContentPane();

setSize(800, 600);

this. eventServerIP =
 JOptionPane
. showInputDialog(""Please Enter the IP Address of eventserverSubmit Listener public void actionPerformed(ActionEvent e) {

 if ( e. getSource() == submitButton) {

sendQueryTO Server();

 }

 if ( e. getSource() == fetchButton) {


System. out. println(""Fetch Button Pressed void sendQueryTO Server()
 {

String ip = this. eventServerIP;
int PortNo = 1701;

Socket socket;
try {

 socket = new Socket( ip, PortNo);

 OutputStream os = socket. getOutputStream();
 OutputStreampublic void pullValueFromDOORS()
 {

String serverIP = new String( doors serverIP); //""140.192.37.150"";

String[] attribute = { ""Value"", ""Attribute"" };

String projectName = this. projNameText. get public static void main(String[] args)
 {
new SpeculateGui();
 }"
47,"Impact Report private String serverIP = "" local host"";
private JPanel centerPanel = null;
private JPanel driverPanel = new JPanel();
private JPanel driverInnerPanel = null;
private JPanel impactPanel = null;
private JPanel impactInnerP public ImpactReport()
{
super(""Search Result GUI"");
container = getContentPane();
setSize(800, 250);
panel = new JPanel();

panel. setLayout( null);

this. serverIP =
 JOptionPane
. showIn public static void main(String [] args)
 {

ImpactReport im = new ImpactReport();



 } public Vector searchDate()
 {

dateVector = new Vector();
dateVector. add(""Select Query Date"");
Socket server;
String line = new String();


try
{

 server = new Socket( serverIP,1701);
 if ( server. isC public void searchQueryID(String date)
 {

pairVector = new Vector();

queryStringCombo. removeAllItems();

queryStringCombo. addItem(""Select Query String"");

Socket server;
String line = new String(); Select Actions public void actionPerformed(ActionEvent e)
{

 if ( dateCombo == (JComboBox) e. getSource())
 {
date = (String) dateCombo. getSelectedItem();
searchQueryID( date);
 }
} Button Actionspublic void actionPerformed(ActionEvent e) {

 if ( submitButton == e. getSource()) {

for ( int i = 0; i < pairVector. size(); i++) {

 Pair pair = (Pair) pairVector. get( i);

 if ( pair
. get public void impactReport(String id)
 {

// super(""Impact Report"");

container = getContentPane();

setSize(1020, 740);

this. queryID = id;

System. out. println(""Impact Report Constructor ..... ID "" + public Vector getConstraintFromDataBase()
 {

Vector v = new Vector();

Socket server;
String line = new String();


try
{
 server = new Socket( serverIP,1701);

 if ( server. isConnected() )
 {
Bufferedpublic Vector getDriverFromDataBase()
 {

Vector v = new Vector();

 Socket server;
String line = new String();


try
{
 server = new Socket( serverIP,1701);

 if ( server. isConnected() )
 {
Buffered"
48,"Constraint Inner Panelprivate String serverIP = "" local host"";
 private JLabel performanceModelLabel = null;
 private JLabel projectNameLabel = null;
 private JLabel modulePathLabel = null;
 private JLabel requirementIdLabel = null;
 private JLabel public ConstraintInnerPanel(
String performanceModelName,
String projectName,
String modulePath,
String requirementId,
String description,
String logic,
String units,
String value,
String impactedValueprivate void set goalLabelValues(
String attribute,
String logic,
String value,
String units)
 {
goalLabel. setText(
 ""Goal : "" + attribute + """" + logic + """" + value + "" "" + units);

 }public Vector getValuesFromDataBase()
 {

Vector v = new Vector();

Socket server;
String line = new String();


try
{
 server = new Socket( serverIP,1701);

 if ( server. isConnected() )
 {
BufferedRprivate void set impactedLabelValue(
String attribute,
String value,
String impactedValue,
String units,
String logic)
 {

if ( impactedValue != null)
{

 double value1 = Double. parseDouble( value);
 dpublic JPanel getPanel()
 {
return panel;
 }"
49,"Constraints Description private String projectName = null;
 private String modulePath = null;
 private String requirementID = null;

 private String value = null;
 private String logic = null;
 private String units = null;
 private String description = null;
 public ConstraintsDescription(
String projectName,
String modulePath,
String requirementID)
 {

this. projectName = projectName;
this. modulePath = modulePath;
this. requirementID = requirementID;

 }public String getDescription() {
return this. description;
 }public String getLogic() {
return this. logic;
 }public String getModulePath() {
return this. modulePath;
 }public String getProjectName() {
return this. projectName;
 }public String getRequirementID() {
return this. requirementID;
 }public String getUnits() {
return this. units;
 }public String getValue() {
return this. value;
 }public void setDescription(String description) {
this. description = description;
 }public void setLogic(String logic) {
this. logic = logic;
 }public void setModulePath(String modulePath) {
this. modulePath = modulePath;
 }public void setProjectName(String projectName) {
this. projectName = projectName;
 }public void setRequirementID(String requirementID) {
this. requirementID = requirementID;
 }public void setUnits(String units) {
this. units = units;
 }public void setValue(String units) {
this. value = units;
 }public String getImpactedConstraint() {
return this. impactedConstraint;
 }public void setImpactedConstraint(String impactedConstraint) {
this. impactedConstraint = impactedConstraint;
 }public String getAttribute() {
return this. attribute;
 }public void setAttribute(String attribute) {
this. attribute = attribute;
 }public String getPerformanceModelName() {
return this. performanceModelName;
 }public void setPerformanceModelName(String performanceModelName) {
this. performanceModelName = performanceModelName;
 } public String toString() {

String str =
 ""\ nProject Name = ""
+ this. projectName
+ ""\ n""
+ ""Module Path = ""
+ this. modulePath
+ ""\ n""
+ ""Requirement ID = ""
+ this. requirementID
+ ""\ n""
 public boolean equals(Object o) {

if (!( o instance of ConstraintsDescription))
 return false;

ConstraintsDescription cd = (ConstraintsDescription) o;

if ( cd. projectName. equalsIgnoreCase( this. projectNapublic int hashCode() {

int hashCode = 0;

if ( hashCode == 0) {
 int result = 17;
 result = 37 * result + this. projectName. hashCode();
 result = 37 * result + this. modulePath. hashCode();
 result = 37 * "
50,"Driver Description private String projectName = null;
 private String modulePath = null;
 private String requirementID = null;

 private String description = null; // Description of the requirement.
 private String changedArrtibute = null;
 private Strinpublic DriverDescription(
String projectName,
String modulePath,
String requirementID,
String description,
String changedAttribute,
String fromAttribute,
String toAttribute)
 {

this. projectName = projecpublic String getChangedAttribute()
 {
return changedAttribute;
 }public String getDescription()
 {
return description;
 }public String getFromAttribute()
 {
return fromAttribute;
 } public String getModulePath()
 {
return modulePath;
 }public String getProjectName()
 {
return projectName;
 } public String getRequirementID()
 {
return requirementID;
 } public String getToAttribute()
 {
return toAttribute;
 } public void setChangedAttribute(String changedAttribute)
 {
this. changedAttribute = changedAttribute;
 } public void setDescription(String description)
 {
this. description = description;
 } public void setFromAttribute(String fromAttribute)
 {
this. fromAttribute = fromAttribute;
 } public void setModulePath(String modulePath)
 {
this. modulePath = modulePath;
 } public void setProjectName(String projectName)
 {
this. projectName = projectName;
 } public void setRequirementID(String requirementID)
 {
this. requirementID = requirementID;
 } public void setToAttribute(String toAttribute)
 {
this. toAttribute = toAttribute;
 } public String createKey()
 {
String key =
 this. projectName + this. modulePath + ""\\"" + this. requirementID;

return key. toLowerCase();

 } public boolean equals(Object o)
 {
if (!( o instance of DriverDescription))
 return false;

DriverDescription dd = (DriverDescription) o;

if ( dd. projectName. equalsIgnoreCase( this. projectName)
 && ddpublic String toString()
 {

String str =
 ""\ nProject Name = ""
+ this. projectName
+ ""\ n""
+ ""Module Path = ""
+ this. modulePath
+ ""\ n""
+ ""Requirement ID = ""
+ this. requirementID
+ ""\ n""
public int hashCode()
 {

int hashCode = 0;

if ( hashCode == 0)
{
 int result = 17;
 result = 37 * result + this. projectName. hashCode();
 result = 37 * result + this. modulePath. hashCode();
 result = 37 "
51,"Driver Inner Panel private JLabel projectNameLabel = null;
 private JLabel modulePathLabel = null;
 private JLabel requirementIdLabel = null;
 private JLabel desLabel = null;
 private JLabel changeLabel = null;
 private JLabel fromLabel = null;String projectName,
String modulePath,
String requirementID,
String description,
String changeAttribute,
String fromValue,
String toValue) {

panel = new JPanel();

panel. setBackground(Color.LIGHTpublic JPanel createPanel() {

return panel;
 }"
52,"Pair private String queryID;
 private String queryString; public Pair(String queryID, String queryString) {

this. queryID = queryID;
this. queryString = queryString;

 } public String getQueryID() {
return this. queryID;
 } public String getQueryString() {
return this. queryString;
 } public void setQueryID(String queryID) {
this. queryID = queryID ;
 } public void setQueryString(String queryString) {
this. queryString = queryString;
 } public String toString(){


return ""Query ID: ""
+ this. queryID
+ ""\ n""
+""Query String : ""
+ this. queryString
+ ""\ n"";


 }"
53,"Performance Modelprivate String name = null;
 private Vector driverVector = null;
 private Vector constraintVector = null;

 private long queryID = 0;

 public static int count = 0; public PerformanceModel(String name, long queryID)
 {
this. name = name;
this. queryID = queryID;

this. driverVector = new Vector();
this. constraintVector = new Vector();
 } public Vector getConstraints()
 {
return constraintVector;
 } public Vector getDrivers()
 {
return driverVector;
 } public String getName()
 {
return name;
 } public void setName(String name)
 {
this. name = name;
 } public void addDriver(DriverDescription driver)
 {

if ( driverVector. contains( driver))
{
}
else
 this. driverVector. add( driver);

 } public void removeDriver(DriverDescription driver)
 {
this. driverVector. remove( driver);
 } public boolean containsDriver(DriverDescription driver)
 {
return this. driverVector. contains( driver);
 } public void addConstraint(ConstraintsDescription constraint)
 {
this. constraintVector. add( constraint);
 } public boolean containsConstraint(ConstraintsDescription constraint)
 {
return this. constraintVector. contains( constraint);
 } public void removeConstraint(ConstraintsDescription constraint)
 {
this. constraintVector. remove( constraint);
 } public DriverDescription getDriver(DriverDescription driver)
 {
DriverDescription dd = null;

for ( int i = 0; i < this. driverVector. size(); i++)
{
 dd = (DriverDescription) this. driverVector. get( i) public ConstraintsDescription getConstraint(ConstraintsDescription constraint)
 {
ConstraintsDescription cd = null;

for ( int i = 0; i < this. constraintVector. size(); i++)
{
 cd = (ConstraintsDescription) thispublic long getQueryID()
 {
return this. queryID;
 } public void setQueryID( long id)
 {
this. queryID = id;
 } public String toString()
 {
return ""performance modelName = ""
 + this. name
 + ""\ n""
 + ""Query ID = ""
 + this. queryID
 + ""\ n""
 + ""Drivers = ""
 + this. driverVector
 + ""\ n""
 + ""Constraints = ""
 + this."
54,"eventserver public static void main(String args[])
 {

ThreadPool pool = new ThreadPool(1);

 int port = defaultPort;
 try
 {
 ServerSocket ss = new ServerSocket( port);
 for( int i=0; i<4; i++)
 {
p public final static int defaultPort = 1701;
 ServerSocket theServer;"
55,"eventserver Threadstatic private int count = 0;
 private int taskNumber;
 protected Done done;
 ServerSocket theServer;

 private Connection conn;
 private Statement stmt;
 private ResultSet rs;

 private EventParser ep;
 private int id; EventServerThread(ServerSocket ss)
 {
 theServer = ss;
 count++;
 taskNumber = count;
 ep = new EventParser();
 } public void run()
 {

 while( true)
 {
 try
 {

Socket client = theServer. accept();
BufferedReader input = new BufferedReader( new InputStreamReader( client. getInputStream()));
PrintWriter output = new P public String getNextID()
 {

try
{
Class. forName("" sun. jdbc. odbc.jdbcodbcDriver"");
this. conn = DriverManager. getConnection("" jdbc: odbc:EBT"",""EBT"",""EBT"");
this. stmt = connpublic String searchDate()
 {

String dateString = new String();
Vector dateVector = new Vector();

try
{

 Class. forName("" sun. jdbc. odbc.jdbcodbcDriver"");
 Connection conn = DriverManager. getConnectio public String searchQueryID(String date)
 {
Vector queryVector = new Vector();

String searchQuery = new String();

try
{
 Class. forName("" sun. jdbc. odbc.JdbcOdbcDriver"");
 conn = DriverManager. getpublic String getConstraintFromDataBase(String queryID)
 {

String ConstString = new String();


try
{

 Class. forName("" sun. jdbc. odbc.JdbcOdbcDriver"");

 conn = DriverManager. getConnection("" j public String getDriverFromDataBase(String queryID)
 {

String driverString = new String();

try
{

 Class. forName("" sun. jdbc. odbc.JdbcOdbcDriver"");

 conn = DriverManager. getConnection("" jdbc "
